ZINC ID,compound_ID,DOCK score,Global rank,Tc to knowns,Ki (uM),SMILES,Picking method
ZINCru000008FddF,Z6615015623,-85.75,7377,0.28169,347.92,CCC(CC=1C=CC=CC1C(F)(F)F)NS(=O)(=O)C=2C=NN(C)C2C(=O)O,auto
ZINCrl00000hkmH4,Z6615015634,-85.74,7404,0.293333,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC(O)(C=2C=CC=C(Cl)C2)C(F)(F)F,auto
ZINCp500000lpyH6,Z6615015639,-85.73,7435,0.428571,NH,CN1C=CN=C1SCC(=O)N2CCN(CC2)C(=O)C=3N=C(O)N(C)N3,auto
ZINCrk00000hk85j,Z6615046880,-85.72,7480,0.337838,NH,CCOC=1C=CC(C[C@@H](C)NS(=O)(=O)C=2C=NN(C)C2C(=O)O)=CC1OC,auto
ZINCpz000006Xcju,Z2940320529,-85.71,7526,0.411765,13.06,NC(=O)N1CCC=2C=CC(NS(=O)(=O)C=3C=C(Cl)C=C(Cl)C3O)=CC12,manual
ZINCpv00000088wC,Z6913528828,-85.71,7528,0.314286,NH,[Na+].CC1C(C)[C@@H]([C@@H]1C(=O)[O-])C(=O)NC=2C=CC(SC3=NN=CN3C)=CC2,auto
ZINCoi0000096Skp,Z6615015664,-85.7,7555,0.359375,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCCC(O)C=2C=CC(Br)=CC2,auto
ZINCrj00000hk45J,Z6615015675,-85.69,7588,0.333333,411.68,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC(C2CC2)C=3C=CC=4OCCOC4C3,auto
ZINCor0000006E9v,Z6615015693,-85.68,7636,0.246377,NH,CCN1C=NN=C1CN(C)C(=O)C2=CC=3SC(C)=C(C(=O)O)C3N2,auto
ZINCps00000cCQzL,Z6615020341,-85.68,7640,0.285714,NH,CC=1C=CC=2C=C(C(=O)NCC=3C=NN(C)C3C(=O)O)C(C)=NC2C1,auto/manual
ZINCqu000005JKc9,Z6615020345,-85.67,7666,0.263158,NH,CN1N=CC(CNC(=O)C2=CN=C(S2)C=3C(F)=CC=CC3F)=C1C(=O)O,auto/manual
ZINCpd00000fKlvU,Z6615015732,-85.64,7790,0.310811,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCCCN2C=CC(=N2)C(F)(F)F,auto
ZINCp700000oU3xt,Z6615015752,-85.62,7849,0.202532,NH,COC(=O)C(C)(C)CC(=O)N1CCC(C1)NC(=O)C=2C=NN=CC2O,auto
ZINCpy0000063Osg,Z6615015757,-85.62,7852,0.313433,223.6,OC(=O)CC=1C=CC=CC1S(=O)(=O)NC2(CCC2)C=3C=CC=CC3F,auto
ZINCor000004Bikb,Z6615015749,-85.62,7859,0.25641,NH,CN1N=CC(CNC(=O)C=CC=2C=CC=3OC=CC3C2)=C1C(=O)O,auto
ZINCpy000006KQdv,Z6615015760,-85.62,7868,0.492308,169.44,CC=1NC=2C(F)=CC=CC2C1CCNS(=O)(=O)C=3C=CSC3C(=O)O,auto
ZINCpx000000ImB4,Z6615020362,-85.6,7936,0.389831,NH,CC(NS(=O)(=O)C=1NN=C(C)C1C(=O)O)C=2C=CC(=CC2)C(C)(C)C,manual
ZINCrb00000geh47,Z6615015796,-85.59,7983,0.279412,NH,CC=1NN=C(C(=O)O)C1S(=O)(=O)NC2CCN(C2)C(=O)CC=3C=CC=CC3,auto
ZINCou00000039XP,Z2911017022,-85.59,7991,0.258065,NH,CCC=1C=C(C(=O)N(CC=2C=CC=CC2)C(C)C(=O)O)C(C)=NN1,auto
ZINCnG0000081XBn,Z6615020365,-85.59,8002,0.469388,60.37,CC1(C)CC1(NS(=O)(=O)C=2C=CC=C(Cl)C2O)C=3C=CC=CC3,auto/manual
ZINCnC000007hENS,Z2940601783,-85.59,8012,0.38806,185.71,OC=1C(Cl)=CC(Cl)=CC1S(=O)(=O)NC2(CC2)C=3N=CC=CC3F,auto
ZINCrm00000hqn9z,Z6615015820,-85.57,8065,0.232877,NH,OC(=O)CN1C=CN=C1CNC(=O)C2CCCN2C(=O)C=3C=CC(Br)=CC3,auto
ZINCst0000066rEV,Z6615015817,-85.57,8066,0.439394,307.87,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC2(CCC2)C=3C=CC(OC(F)(F)F)=CC3,auto
ZINCok0000099R2l,Z4322806133,-85.57,8075,0.26087,NH,COC(=O)C=1C=CC=C(N1)C(=O)NCC=2C=CC=CC2CC(=O)O,auto/manual
ZINCoC000009aDwy,Z6615015824,-85.56,8104,0.421875,NH,CC(O)(CNS(=O)(=O)C=1C=CC=C(Cl)C1O)C2CCCC(C)(C)C2,auto
ZINCrp00000ciZ9T,Z6615015829,-85.55,8148,0.4,98.54,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC2(CC2)C=3C=CC=C(OC(F)(F)F)C3,auto
ZINCol000009anMR,Z6615020395,-85.55,8155,0.246753,NH,CC=1N=C(SC1C(=O)NCC2=NOC=C2C(=O)O)C=3N=CC=CN3,auto/manual
ZINCpo00000dvQ3k,Z6615020413,-85.53,8224,0.333333,NH,CCCOC=1C=CC(C(=O)NCC=2C=NN(C)C2C(=O)O)=C(OC)C1,auto/manual
ZINCnu000001roqc,Z3524177862,-85.53,8239,0.240506,NH,CC1=NC(=CS1)C2=CC(=CS2)C(=O)NCC3(CCOC3)C(=O)O,auto
ZINCoF000003MXoh,Z2940600508,-85.52,8247,0.440678,39.32,CNC(=O)C=1C=CC(NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O)=C(Cl)C1,auto/manual
ZINCp900000rF05s,Z6615109650,-85.52,8255,0.223684,NH,CC=1ON=C(O)C1C(=O)NCC2(C)CCN(CC2)C(=O)CCC(=O)N,auto
ZINCnx000002khQw,Z6615020415,-85.52,8276,0.483333,91.3,COC=1C=CC(Br)=C(CCNS(=O)(=O)C=2C=CSC2C(=O)O)C1,auto/manual
ZINCpy0000012wWo,Z3523187466,-85.51,8302,0.306452,NH,OC(=O)C1(CNC(=O)C(=O)NC=2C=C3C=CC=CC3=CC2Cl)CCC1,auto
ZINCpC000006BX6T,Z6615020425,-85.51,8303,0.333333,142.1,CC=1C=C(C(F)=CC1Br)S(=O)(=O)N(CCC=2C=CC=CC2)CC(=O)O,auto/manual
ZINCns0000040CWz,Z6615020432,-85.51,8316,0.263158,NH,OC(=O)C1=COC=2CN(CCOC=3C=CC=CC3[N+](=O)[O-])CC12,auto/manual
ZINCmn00000758n1,Z6615015873,-85.5,8355,0.347826,NH,CC(CC1=CC=C(Cl)S1)NS(=O)(=O)C=2C=NN(C)C2C(=O)O,auto
ZINCsr000005WKcm,Z6615015887,-85.49,8366,0.323077,241.6,COC=1C=CC(=CC1)C(NS(=O)(=O)C=2C=NN(C)C2C(=O)O)C=3C=CC=CC3,auto
ZINCtB000007k84R,Z6615020437,-85.49,8367,0.272727,50.1,CN1N=CC(CNC(=O)C=2C=CC=CC2SC=3C=CC=CC3[N+](=O)[O-])=C1C(=O)O,auto/manual
ZINCod00000weRZd,Z6615015889,-85.49,8371,0.233766,NH,CCC=CC(=O)N1CCC(O)(CNC(=O)C2=C(C)ON=C2O)CC1,auto
ZINCpm00000drRrr,Z6615015880,-85.49,8377,0.292308,NH,OC(=O)C1(CNC(=O)NCC2=NN=C(S2)C=3C=CC=CC3)CCCO1,auto
ZINCnD000007yf77,Z6615020434,-85.49,8390,0.423729,228.81,OC=1C(Cl)=CC=CC1S(=O)(=O)NC(CF)C=2C=CC(F)=CC2F,auto/manual
ZINCsj00000iL0Qi,Z6615015902,-85.46,8472,0.236842,NH,COC=1C=CC(=CC1)S(=O)(=O)N2CCC(CC2)C(=O)NC(C3CC3C)C(=O)O,auto
ZINCny00000bwiwA,Z6615015933,-85.44,8556,0.482143,NH,OCC(NS(=O)(=O)C=1C=CC=C(Cl)C1O)C=2C=CC(F)=C(Cl)C2,auto
ZINCnw000001RvkZ,Z6943385125,-85.44,8558,0.246377,NH,CC(C)CC=1C=CC=2C(N)=C(SC2N1)C(=O)NCCCC(=O)O.OC(=O)C(F)(F)F,auto/manual
ZINCnm00000blcOn,Z4322311744,-85.44,8559,0.225352,NH,CC=1C=C(C)N(N1)C=2C=CC(=CC2)C(=O)N(CC#C)CC(=O)O,auto
ZINCox0000081DUA,Z6615017782,-85.43,8574,0.491525,0.95,CC(=O)N1CCC=2C1=CC=CC2NS(=O)(=O)C=3C=CC=C(Cl)C3O,manual
ZINCpi00000dsLz6,Z6615015942,-85.42,8632,0.297297,NH,CCOC(=O)C1(CC2(CCC2)C1)C(=O)NCC=3C=NN(C)C3C(=O)O,auto
ZINCoD00000a4nVs,Z6615015953,-85.4,8680,0.471698,NH,COC=1C=CC(=CC1)C(NS(=O)(=O)C=2C=CC=C(Cl)C2O)C(F)F,auto
ZINCol0000097A8N,Z6615015949,-85.4,8692,0.485294,201.41,CN1N=CC(C(=O)O)=C1S(=O)(=O)NC2CCOC=3C=CC(Cl)=CC23,auto
ZINCok0000097g2u,Z6615015960,-85.39,8734,0.328767,NH,COC=1C=CC(CCNS(=O)(=O)C=2C=NN(C)C2C(=O)O)=CC1Br,auto
ZINCpn00000dvFXv,Z6615015966,-85.39,8743,0.246377,NH,OC(=O)C1(C2CC3CC21)C3NC(=O)C4COC=5C(F)=CC(F)=CC5C4,auto
ZINCpC000001gcWo,Z6615015963,-85.39,8744,0.415385,NH,CCOC(=O)C=1C=CC(I)=C(NS(=O)(=O)C=2C=C(F)C=C(F)C2O)C1,auto
ZINCpw000005Sgrj,Z6615015970,-85.38,8770,0.363636,362.12,CC=1C=C(C)C(C)=C(OCCCNS(=O)(=O)C=2C=COC2C(=O)O)C1,auto
ZINCsq00000hmCWl,Z6615017794,-85.38,8778,0.305085,NH,CN1N=C(C=C1NC(=O)C(=O)NCC=2C=CC=CC2C(=O)O)C=3C=CC=CC3,auto/manual
ZINCpw00000bgr5H,Z6615053295,-85.38,8789,0.303571,NH,CC(NC(=O)C1=C(C)ON=C1O)C(C)NC(=O)C=2C=CC=C(C)C2Br,auto
ZINCok00000ezd89,Z6615054195,-85.36,8853,0.328358,NH,CC1=NN(C)C(C(=O)O)=C1S(=O)(=O)N[C@@H]2C[C@H]2C=3C=CC=C(F)C3,auto
ZINCop00000kTqDX,Z6615053844,-85.36,8854,0.306667,NH,CC=1ON=C(O)C1C(=O)NCC2CN(C2)C(=O)C=3C=CC(Br)=CC3,auto
ZINCpq000007GHqn,Z6615017799,-85.36,8865,0.482759,NH,CC(NS(=O)(=O)C=1C=CC=C(Cl)C1O)C2=NN=NN2C=3C=CC=CC3,auto/manual
ZINCli00000cebm0,Z6615015992,-85.36,8875,0.262295,268.02,OC(=O)C1(CNC(=O)NCC=2C=CC=3C=CNC3N2)CC1,auto
ZINCpn00000dvnu4,Z6615017819,-85.34,8960,0.318841,NH,COCCOC=1C=CC(C(=O)NCC=2C=NN(C)C2C(=O)O)=C(Cl)C1,auto/manual
ZINCnC000007hEMI,Z6615016008,-85.32,9052,0.428571,85.78,OC=1C(Cl)=CC=CC1S(=O)(=O)NC2(CC=3C=CC(F)=CC3)CC2,auto
ZINCpC000007ewsl,Z6615017826,-85.31,9079,0.428571,NH,OC=1C=CC=CC1S(=O)(=O)NCC2=NC(=NO2)C=3C=C(Cl)C=CC3Cl,manual
ZINCnp00000p1dye,Z6615016022,-85.31,9099,0.476923,NH,OC=1C(Cl)=CC=CC1S(=O)(=O)NCCC2=NC(=NO2)C(F)(F)F,auto
ZINCoC000005B2jS,Z6615016045,-85.3,9102,0.388889,341.3,CN1C=C(C=N1)C(NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O)C3CCC3,auto
ZINCrm00000hpqs3,Z6615017832,-85.3,9109,0.253333,NH,CC(C)CN1N=C(C(=O)NCC2=NOC=C2C(=O)O)C=3C=CC=CC3C1=O,auto/manual
ZINCmw000004menr,Z2595689632,-85.3,9134,0.328767,NH,CC1=NC(CSCCC(=O)NCC=2C=COC2C(=O)O)=CS1,auto
ZINCnD000004R3si,Z6615016031,-85.3,9145,0.265625,NH,CC1=C(CNS(=O)(=O)CC(C)(C)C(=O)O)SC=2C=CC(Cl)=CC12,auto
ZINCnE000001D5PV,Z1445446994,-85.26,9249,0.265625,93.61,CC(C)(C)C=1C=CC(SCC(=O)NCC2(CCC2)C(=O)O)=CC1,auto
ZINCoT00000bVbE1,Z6615016069,-85.26,9255,0.328571,76.17,CC(N(CC=1C(F)=CC=CC1Cl)C(=O)C2=CC(Cl)=C(Cl)S2)C(=O)O,auto
ZINCpt000003Fzgz,Z2489443295,-85.26,9265,0.415385,327.74,OC(=O)C1(CCC=CC1)C(=O)NCC=2C=NN(CC=3C=CC=CC3)C2,auto
ZINCjs000005H1Qr,Z3494387572,-85.26,9268,0.472727,86.25,CC(C)CC(NS(=O)(=O)C=1C=CC=C(Cl)C1O)C#N,auto
ZINCpE000000npYd,Z6615017870,-85.25,9316,0.350877,HB,OC=1C(F)=CC(F)=CC1S(=O)(=O)NC=2C=CC(F)=C(C2)N3C=CC=C3,manual
ZINCsu000006aRBT,Z6615016098,-85.24,9348,0.263158,NH,COC=1C=C(C=CC(=O)NCC=2C=NN(C)C2C(=O)O)C=CC1OCC(C)C,auto
ZINCpg00000fTkwj,Z4590161490,-85.24,9358,0.232877,NH,OC(=O)CC1COCCC1NC(=O)C2CN(C2)C(=O)C3CCCCC3,auto
ZINCnx00000aRpH2,Z6615017874,-85.24,9377,0.492063,NH,CCC(C)C1=NC(=NN1)C(C)NS(=O)(=O)C=2C=CC=C(Cl)C2O,auto/manual
ZINCqp000001H4wk,Z6615056193,-85.23,9386,0.380952,NH,OC(=O)C=1C=NNC1S(=O)(=O)NC2CCCCC2OC=3C=CC(F)=CC3,auto
ZINCqu000005JLCr,Z6615016114,-85.23,9387,0.309859,NH,OC(=O)C1=CON=C1CNC(=O)CCC2=NC=C(O2)C=3C=CC(F)=CC3,auto
ZINCqw000005DbkW,Z6615016109,-85.23,9388,0.319444,463.81,CC(CC1=CNC=2C=C(F)C(F)=CC12)NS(=O)(=O)C=3C=COC3C(=O)O,auto
ZINCqn00000kRFHK,Z4168431497,-85.22,9438,0.232877,295,CC=1C=C(C)N(N1)C=2C=CC(=CN2)C(=O)NC3C4CC5C(C4)C53C(=O)O,auto/manual
ZINCsq000005PcBK,Z6615016139,-85.21,9474,0.294118,NH,CCOC=1C=CN=C(N1)N2CCN(CC2)C(=O)C3=CC=4SC=C(C(=O)O)C4N3,auto
ZINCss0000066XoB,Z6615016135,-85.21,9475,0.318841,NH,OC(=O)C(CNC(=O)C=1C=CN(CC(F)(F)F)C(=O)C1)C=2C=C(F)C=CC2F,auto
ZINCoD0000011CZp,Z6615017888,-85.2,9521,0.440678,196.44,COC(=O)C=1C=C(NS(=O)(=O)C=2C=C(Cl)C=CC2O)C=CC1SC,manual
ZINCqf000006ZrTv,Z6615016163,-85.19,9554,0.269663,NH,OC(=O)C1CCCN1CC2=CN(CC=3C=CC(=NC3)N4C=CN=C4)N=N2,auto
ZINCrq000008FfLZ,Z6615017890,-85.19,9557,0.382353,236.21,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCCCOC=2C=CC=3C=CC=CC3C2,auto/manual
ZINCoD00000156Z4,Z1609636236,-85.19,9567,0.355932,NH,CC(CN(C1CC1)C(=O)CCCC2=NC=3C=CC=CC3S2)C(=O)O,auto
ZINCpC000006E3fI,Z6615017892,-85.19,9575,0.253521,NH,CN(C(=O)C1=NC=C2C=C(Cl)C=CN12)C=3C=CC=C(CCC(=O)O)C3,auto/manual
ZINCns000000BEPv,Z3509974267,-85.19,9597,0.350877,NH,CC(C)OC=1C=CC(NCCNC(=O)C2(CCC2)C(=O)O)=CC1,auto
ZINCpe00000zm9y2,Z6615057604,-85.18,9604,0.271429,NH,OC(=O)[C@@H]1COCC[C@@H]1NC(=O)CCC2=NN=CN2C=3C=CC=CC3,auto
ZINCo500000pOVqj,Z6615152968,-85.18,9605,0.22619,NH,CC=1ON=C(O)C1C(=O)NCC2(O)CN(C2)C(=O)C3=CC=NN3C,auto
ZINCpC00000cv0d1,Z6615016193,-85.18,9626,0.483333,160.42,CCOC(=O)C(NS(=O)(=O)C=1C=CC=C(Cl)C1O)C2CCCCCC2,auto
ZINCpG000009hfT4,Z6615016198,-85.17,9659,0.490909,50.46,COC=1C=CC=2C(CC(C)CC2C1)NS(=O)(=O)C=3C=CC=C(Cl)C3O,auto
ZINCor000000eyEb,Z6615017908,-85.17,9679,0.322581,120.97,OC(=O)C=1C=COC1S(=O)(=O)NCC2=CC(=NO2)C=3C=CC=CC3,manual
ZINCpz000006CFfW,Z4173915908,-85.17,9684,0.338028,NH,CC1=NC(=CS1)C=2C=CC(=CC2)C(=O)NC3C4CC5C(C4)C53C(=O)O,auto/manual
ZINCrr000008HA8V,Z6615016211,-85.16,9723,0.297297,NH,CN1C=C(C(=O)O)C(CNC(=O)CCC2=NC=C(O2)C=3C=CC(F)=CC3)=N1,auto
ZINCov000000eOAW,Z6615016206,-85.16,9729,0.277778,NH,COC=1C=NC=C(CNC(=O)C2=CC=3SC(C)=C(C(=O)O)C3N2)C1,auto
ZINCp400000n8f27,Z6615016216,-85.16,9730,0.22619,NH,CN1CCC(C(=O)NCC2CN(C2)C(=O)C3=C(C)ON=C3O)S1(=O)=O,auto
ZINCru00000oiGIN,Z4280055569,-85.14,9819,0.414286,HB,COCCC1=NC=2C=C(NS(=O)(=O)C=3C=CC=C([N+](=O)[O-])C3O)C=CC2O1,manual
ZINCoE000003wOdW,Z6615016222,-85.12,9917,0.457627,54.64,OC(=O)CC(CNS(=O)(=O)C=1C=CC=C(Cl)C1O)C2=CC(Br)=CS2,auto
ZINCpc00000fKdhb,Z6615017925,-85.12,9931,0.40625,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC2=NC=3C=C(F)C=CC3N2C,auto/manual
ZINCqj00000kMp5J,Z6615016247,-85.1,10015,0.257576,123.31,CC=1C=CC=C(C)C1N2N=NN=C2CNC(=O)NCC3(CCC3)C(=O)O,auto
ZINCsr000005WLAv,Z2860936245,-85.1,10018,0.283333,NH,CC1(CC1NC(=O)C(=O)NCC=2C=CC=CC2C(=O)O)C=3C(F)=CC=CC3F,auto
ZINCmo00000dS2oe,Z6615017940,-85.1,10037,0.30303,157.38,CN1C(=CC=C1C=2N=NNN2)C(=O)NC=3C=CC=C(Cl)C3O,manual
ZINClH000003Eanc,Z6615017942,-85.09,10094,0.388889,NH,OC=1C(F)=CC(F)=CC1S(=O)(=O)NC=2C=CC(Cl)=CC2I,auto/manual
ZINCrn00000cizoo,Z6934340113,-85.08,10117,0.22973,NH,[Na+].CC1C(C)[C@@H]([C@@H]1C(=O)[O-])C(=O)NCC2CCN(C2)C(=O)CC=3C=CC=CC3,auto
ZINCtE000006tFvs,Z6615016268,-85.07,10172,0.219512,NH,CCC(CC(=O)O)(NC(=O)CC=1C=CC(OCC=2C(C)=NOC2C)=CC1)C(F)F,auto
ZINCos000004A5jc,Z6615017954,-85.07,10177,0.347826,NH,CN1N=CC(=C1C(=O)O)S(=O)(=O)NC2(CCC2)C=3C=CC=C(Br)C3,auto/manual
ZINCpw000006LX8G,Z4572186467,-85.07,10185,0.246753,NH,CC=1C=C(C)N(N1)C=2C=CC(=CC2F)C(=O)NC3CCC3CC(=O)O,auto/manual
ZINClF000003eRZs,Z2140880263,-85.07,10200,0.365079,HB,CCC=1C=NC=CC1C(=O)NCC=2C=C(Cl)C=C(Cl)C2O,manual
ZINCri00000hjWgX,Z6615016293,-85.05,10271,0.291139,NH,OC(=O)C1(CNC(=O)NC2CCCN(C2=O)C=3C=CC=CC3F)CCCO1,auto
ZINCou0000047kRv,Z4187837746,-85.04,10320,0.308824,NH,OC(=O)C=1OC=CC1S(=O)(=O)N[C@]2(C[C@H](F)C2)C=3C=CC=CC3F,auto
ZINCpy000000YD5b,Z6912262172,-85.04,10328,0.211268,NH,[Na+].CC1C(C)[C@@H]([C@@H]1C(=O)[O-])C(=O)NC=2C=CC=C(OC=3N=CC=CN3)C2,auto/manual
ZINCpy0000012URA,Z6615016314,-85.03,10372,0.321429,NH,OC(=O)C=1C=CC=CC1CNC(=O)C(=O)NC=2C=CC=3C=CSC3C2,auto
ZINCtA000007vAL4,Z6615017981,-85.02,10417,0.298507,NH,CCN(CC=1C=CC=CC1)C=2C=CC(=CC2)C(=O)NCC=3C=NN(C)C3C(=O)O,auto/manual
ZINCpR00000bVVSK,Z6615016323,-85.02,10426,0.257143,NH,OC(=O)CC(NC(=O)CC1CC(C1)C=2C=CC=CC2)C3=CSC=C3Br,auto
ZINCpr00000duOlX,Z6615062034,-85.01,10476,0.228916,NH,CC(C)CCN1C=C(N=N1)C2CCN(CC2)C(=O)[C@H]3C[C@@H](C3)C(=O)O,auto
ZINCps000004PM3m,Z6615016354,-85,10503,0.25,NH,CC(=C)CC(NC(=O)C=1C=C(ON1)C=2C=CC=3OCOC3C2)C(=O)O,auto
ZINCql00000kMIXR,Z6615017988,-85,10512,0.287671,NH,COC=1C=C(C=CC1C)C(F)(F)CNS(=O)(=O)C=2C=NN(C)C2C(=O)O,auto/manual
ZINCrw000008xiS2,Z4574899876,-85,10513,0.24359,NH,CN1C(=CC=2COCCC21)C(=O)N(CC=3C=CC=CC3)C(C4CC4)C(=O)O,auto
ZINCoq000004QxSr,Z4419592358,-85,10516,0.366197,NH,OC(=O)[C@@H]1CC=CC[C@@H]1NC(=O)C=2C=CC=C(CN3C=CC=N3)C2,auto
ZINCoB000005wwFS,Z2489442967,-85,10519,0.333333,NH,OC(=O)C1(CCC=CC1)C(=O)NCCCC2=NC=3C=CC=CC3S2,auto
ZINCpp00000dwQTT,Z6615017986,-85,10523,0.2625,NH,CN1N=CC(CNC(=O)C=2C=NN(C2)C=3C=CC=CC3Br)=C1C(=O)O,auto/manual
ZINCox000000RNim,Z6615110395,-84.98,10608,0.333333,HB,OC=1C=CC(Cl)=CC1S(=O)(=O)NC=2C=CC(F)=C(C2)C=3N=CNN3,manual
ZINCqc00000dzVCN,Z6615062896,-84.97,10647,0.223529,NH,CC=1ON=C(O)C1C(=O)NCC2CCN(C2)C(=O)CCC=3C=CN=CN3,auto
ZINCoF000003NqKt,Z6615016404,-84.97,10653,0.413793,45.88,COC=1C=C(NS(=O)(=O)C=2C=C(Cl)C=C(Cl)C2O)C(F)=CC1C#N,auto
ZINCoH000005JAll,Z6615016406,-84.97,10655,0.457627,124.57,CC(F)(F)C(CNS(=O)(=O)C=1C=CC=C(Cl)C1O)C=2C=CC=CC2,auto
ZINCpw000006M4N8,Z6615016420,-84.96,10704,0.289855,NH,CN1C=C(C(=O)O)C(CNC(=O)C=CC=2C=CC=3C=CC=CC3C2)=N1,auto
ZINCnr000007ZKTm,Z6615016416,-84.96,10724,0.480769,303.25,OC=1C(Cl)=CC=CC1S(=O)(=O)NCC2(O)CCC=3C=CC=CC32,auto
ZINCpt000002QbN3,Z6615016435,-84.94,10773,0.323077,252.43,OC(=O)C1(CC2(CCC2)C1)C(=O)NCC=3C=C(ON3)C=4C=CC=CN4,auto
ZINCro00000ciKlx,Z6615018002,-84.94,10779,0.361111,NH,CC(NS(=O)(=O)C=1C=NN(C)C1C(=O)O)C2=NOC(=N2)C=3C=CC(Cl)=CC3,auto/manual
ZINCot0000094Sbw,Z6615016428,-84.94,10781,0.42623,426.36,OC=1C(Cl)=CC=CC1S(=O)(=O)NC2(CCCCC2)C(=O)NCC=C,auto
ZINCpo00000dwdVn,Z4573001827,-84.94,10795,0.225,NH,CN1N=CN=C1C=2C=CC(=CC2)C(=O)NC3(CCCC4CC43)C(=O)O,auto/manual
ZINCpo00000dvZio,Z6615016430,-84.94,10796,0.314286,NH,COC=1C=CC(CC(C)C(=O)NCC2=NOC=C2C(=O)O)=CC1OC,auto
ZINCpx000000In4K,Z6615016440,-84.93,10824,0.246377,NH,CC=1NN=C2N=CC(=CC12)C(=O)N(CC(=O)O)CC=3C=CC=C(Br)C3,auto
ZINCpt000000aL1v,Z4069884531,-84.93,10842,0.25974,NH,CC=1C=CC(=CC1Cl)N2C=NN=C2SCC(=O)NCC3(CC3)C(=O)O,auto
ZINCrs000004pxiP,Z6615018014,-84.92,10881,0.228916,NH,OC(=O)CN1C=CN=C1CNC(=O)C=2C=CC(OC=3C=CC=C(F)C3)=CN2,auto/manual
ZINCpr000005t9WI,Z6615018011,-84.92,10893,0.319444,192.18,CN1N=CC(=C1C(=O)O)S(=O)(=O)NCC2=CC=3CC(C)(C)CCC3S2,auto/manual
ZINClc00000cdeNO,Z6615018025,-84.91,10956,0.253165,NH,OC(=O)C=1C=C(N=CN1)N2CCC(C2)NC=3N=CC=CN3,auto/manual
ZINCnN00000dISgx,Z6615018018,-84.91,10968,0.490909,0.75,CC=1C=CC=2C=CC=CC2C1NS(=O)(=O)C=3C=CC=C(Cl)C3O,manual
ZINCo8000009ikLj,Z4322732852,-84.89,11030,0.239437,NH,CN1N=CC(CNC(=O)C=2C=C(CN3C=CC=N3)ON2)=C1C(=O)O,auto/manual
ZINCnj00000kNb9x,Z6615016501,-84.89,11067,0.220779,NH,CCC=CC(=O)NCC1(F)CC(C1)NC(=O)C2=C(C)ON=C2O,auto
ZINCqo000001idP0,Z6959750804,-84.88,11079,0.22973,NH,[Na+].COC(=O)C=1C=C(CNC(=O)[C@@H]2C(C)C(C)[C@@H]2C(=O)[O-])N3CCCCC13,auto/manual
ZINCsE000004DCVo,Z4173923157,-84.88,11082,0.228571,NH,CC(C)C1=C(C=NN1C=2C=CC=C(Cl)C2)C(=O)NC3C4CC5C(C4)C53C(=O)O,auto
ZINCoA000000wCwt,Z6615016512,-84.88,11085,0.354839,118.87,OC(=O)CC=1C=CC=CC1S(=O)(=O)NC2(CC2)C=3C=CC=C(Br)C3,auto
ZINCpG0000016I42,Z1869730842,-84.87,11119,0.409836,NH,OC(=O)C1CCCC1NC(=O)C=2C=CC(OC=3C=CC(Br)=CC3)=NC2,auto
ZINCqw000005Ed61,Z6615016550,-84.86,11171,0.225352,NH,CC(C)CC(CC=1C=CN(N1)C(C)C)C(=O)NCC2=NOC=C2C(=O)O,auto
ZINCst0000066lc0,Z6615016560,-84.84,11253,0.352113,NH,CCCCOC=1C=CC(=CC1OC)C(C)NS(=O)(=O)C=2C=NN(C)C2C(=O)O,auto
ZINCom0000097Opr,Z6615016579,-84.82,11339,0.380952,192.1,CC(CC=1C=CC(C)=CC1C)NS(=O)(=O)C=2C=NN(C)C2C(=O)O,auto
ZINClm00000kezXr,Z2775043007,-84.82,11348,0.490196,30.78,OC=1C(Cl)=CC=CC1S(=O)(=O)NC2CCCC32OCCO3,auto
ZINCpk00000dtNBS,Z6615016586,-84.81,11393,0.275362,NH,COC=1C=CC(=CC1)C(=O)NCCCC(=O)NC(C2CC2C)C(=O)O,auto
ZINCoH000003yw57,Z6615016600,-84.8,11423,0.220779,NH,COC1CCC(CC(=O)NCC(CC(=O)O)C2=CC(Br)=CS2)CC1,auto
ZINCpC00000cUVTs,Z6615115992,-84.8,11437,0.46875,NH,C[C@H](CC=1C=CC=2OC(C)CC2C1)NS(=O)(=O)C=3C=CC=C(Cl)C3O,auto/manual
ZINCmf000000ZVT8,Z2437568274,-84.8,11456,0.293333,NH,CC(C)CC1CC(CCO1)NS(=O)(=O)C=2NN=CC2C(=O)O,auto
ZINCsx000005ZSyQ,Z6615016615,-84.79,11487,0.222222,NH,CC(NC(=O)NCC1(CCCOC1)C(=O)O)C2=NC=C(O2)C=3C=CC(F)=CC3,auto
ZINCoo00000lcCpa,Z6615016613,-84.79,11491,0.310811,NH,OC(=O)C1(CNC(=O)CCC2=CN(N=N2)C=3C=CC=CC3Cl)CC1,auto
